
sudo docker compose run freqtrade backtesting --strategy RSI_BB_MACD_Nov_2023_1h_2_Dec-i 1h --export trades --breakdown month --timerange 20210101-20231027


    2023-11-25 08:35:16,439 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'timeframe' with value in config file: 1h.
2023-11-25 08:35:16,439 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'stake_currency' with value in config file: USDT.
2023-11-25 08:35:16,439 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'stake_amount' with value in config file: 10.
2023-11-25 08:35:16,439 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'unfilledtimeout' with value in config file: {'entry': 10, 'exit': 10, 'exit_timeout_count': 0, 'unit': 'minutes'}.
2023-11-25 08:35:16,440 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'max_open_trades' with value in config file: inf.
2023-11-25 08:35:16,440 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using minimal_roi: {'0': 0.184, '416': 0.14, '933': 0.073, '1982': 0}
2023-11-25 08:35:16,440 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using timeframe: 1h
2023-11-25 08:35:16,440 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using stoploss: -0.317
2023-11-25 08:35:16,440 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using trailing_stop: True
2023-11-25 08:35:16,440 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using trailing_stop_positive: 0.01
2023-11-25 08:35:16,440 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using trailing_stop_positive_offset: 0.022
2023-11-25 08:35:16,440 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using trailing_only_offset_is_reached: True
2023-11-25 08:35:16,441 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using use_custom_stoploss: False
2023-11-25 08:35:16,441 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using process_only_new_candles: True
2023-11-25 08:35:16,441 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using order_types: {'entry': 'limit', 'exit': 'limit', 'stoploss': 'market', 'stoploss_on_exchange': False}
2023-11-25 08:35:16,441 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using order_time_in_force: {'entry': 'GTC', 'exit': 'GTC'}
2023-11-25 08:35:16,441 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using stake_currency: USDT
2023-11-25 08:35:16,441 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using stake_amount: 10

    2023-11-25 08:37:29,625 - freqtrade.optimize.backtesting - INFO - Running backtesting for Strategy RSI_BB_MACD_Nov_2023_1h_2
2023-11-25 08:37:29,626 - freqtrade.strategy.hyper - INFO - Strategy Parameter: adx_long_max_1 = 6.5
2023-11-25 08:37:29,626 - freqtrade.strategy.hyper - INFO - Strategy Parameter: adx_long_max_2 = 50.7
2023-11-25 08:37:29,626 - freqtrade.strategy.hyper - INFO - Strategy Parameter: adx_long_min_1 = 5.7
2023-11-25 08:37:29,626 - freqtrade.strategy.hyper - INFO - Strategy Parameter: adx_long_min_2 = 20.9
2023-11-25 08:37:29,627 - freqtrade.strategy.hyper - INFO - Strategy Parameter: adx_short_max_1 = 21.4
2023-11-25 08:37:29,627 - freqtrade.strategy.hyper - INFO - Strategy Parameter: adx_short_max_2 = 50.8
2023-11-25 08:37:29,627 - freqtrade.strategy.hyper - INFO - Strategy Parameter: adx_short_min_1 = 9.9
2023-11-25 08:37:29,627 - freqtrade.strategy.hyper - INFO - Strategy Parameter: adx_short_min_2 = 30.3
2023-11-25 08:37:29,627 - freqtrade.strategy.hyper - INFO - Strategy Parameter: bb_tp_l = 16
2023-11-25 08:37:29,627 - freqtrade.strategy.hyper - INFO - Strategy Parameter: bb_tp_s = 20
2023-11-25 08:37:29,628 - freqtrade.strategy.hyper - INFO - Strategy Parameter: leverage_num = 5
2023-11-25 08:37:29,628 - freqtrade.strategy.hyper - INFO - Strategy Parameter: rsi_tp_l = 22
2023-11-25 08:37:29,628 - freqtrade.strategy.hyper - INFO - Strategy Parameter: rsi_tp_s = 17
2023-11-25 08:37:29,628 - freqtrade.strategy.hyper - INFO - Strategy Parameter: volume_check = 38
2023-11-25 08:37:29,628 - freqtrade.strategy.hyper - INFO - Strategy Parameter: volume_check_s = 20
2023-11-25 08:37:29,629 - freqtrade.strategy.hyper - INFO - Strategy Parameter: atr_long_mul = 3.8
2023-11-25 08:37:29,629 - freqtrade.strategy.hyper - INFO - Strategy Parameter: atr_short_mul = 5.0
2023-11-25 08:37:29,629 - freqtrade.strategy.hyper - INFO - Strategy Parameter: ema_period_l_exit = 91
2023-11-25 08:37:29,629 - freqtrade.strategy.hyper - INFO - Strategy Parameter: ema_period_s_exit = 147
2023-11-25 08:37:29,629 - freqtrade.strategy.hyper - INFO - Strategy Parameter: volume_check_exit = 19
2023-11-25 08:37:29,630 - freqtrade.strategy.hyper - INFO - Strategy Parameter: volume_check_exit_s = 41
2023-11-25 08:37:29,630 - freqtrade.strategy.hyper - INFO - Strategy Parameter: max_allowed_drawdown = 0.1
2023-11-25 08:37:29,630 - freqtrade.strategy.hyper - INFO - Strategy Parameter: max_drawdown_lookback = 2
2023-11-25 08:37:29,631 - freqtrade.strategy.hyper - INFO - Strategy Parameter: max_drawdown_stop_duration = 4
2023-11-25 08:37:29,631 - freqtrade.strategy.hyper - INFO - Strategy Parameter: max_drawdown_trade_limit = 1
2023-11-25 08:37:29,631 - freqtrade.strategy.hyper - INFO - Strategy Parameter: stoploss_guard_lookback = 8
2023-11-25 08:37:29,631 - freqtrade.strategy.hyper - INFO - Strategy Parameter: stoploss_guard_stop_duration = 5
2023-11-25 08:37:29,631 - freqtrade.strategy.hyper - INFO - Strategy Parameter: stoploss_guard_trade_limit = 1
2023-11-25 08:37:38,085 - freqtrade.optimize.backtesting - INFO - Backtesting with data from 2021-01-02 06:00:00 up to 2023-10-27 00:00:00 (1027 days).
2023-11-25 10:02:06,946 - freqtrade.misc - INFO - dumping json to "/freqtrade/user_data/backtest_results/backtest-result-2023-11-25_10-02-06.meta.json"
2023-11-25 10:02:06,947 - freqtrade.misc - INFO - dumping json to "/freqtrade/user_data/backtest_results/backtest-result-2023-11-25_10-02-06.json"
2023-11-25 10:02:26,705 - freqtrade.misc - INFO - dumping json to "/freqtrade/user_data/backtest_results/.last_result.json"
Result for strategy RSI_BB_MACD_Nov_2023_1h_2_Dec
================================================================= BACKTESTING REPORT =================================================================
|               Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |     Win  Draw  Loss  Win% |
|--------------------+-----------+----------------+----------------+-------------------+----------------+----------------+---------------------------|
|     UNFI/USDT:USDT |      3226 |           2.26 |        7292.11 |           721.571 |          72.16 |        2:26:00 |    2509     0   717  77.8 |
|      GRT/USDT:USDT |      3453 |           2.09 |        7226.34 |           716.318 |          71.63 |        2:36:00 |    2704     0   749  78.3 |
|      RSR/USDT:USDT |      3256 |           2.20 |        7162.47 |           715.875 |          71.59 |        2:29:00 |    2553     0   703  78.4 |
|      REN/USDT:USDT |      3263 |           2.11 |        6890.14 |           685.119 |          68.51 |        2:31:00 |    2546     0   717  78.0 |
|      SNX/USDT:USDT |      3356 |           2.02 |        6770.14 |           671.120 |          67.11 |        2:33:00 |    2618     0   738  78.0 |
|      SKL/USDT:USDT |      3311 |           1.96 |        6476.86 |           646.019 |          64.60 |        2:39:00 |    2580     0   731  77.9 |
|     RUNE/USDT:USDT |      3075 |           2.26 |        6934.67 |           644.814 |          64.48 |        2:21:00 |    2378     0   697  77.3 |
|      LRC/USDT:USDT |      3226 |           1.99 |        6430.36 |           638.170 |          63.82 |        2:52:00 |    2525     0   701  78.3 |
|     SAND/USDT:USDT |      3058 |           2.12 |        6481.46 |           635.967 |          63.60 |        2:45:00 |    2371     0   687  77.5 |
|      FTM/USDT:USDT |      3358 |           1.91 |        6398.87 |           633.541 |          63.35 |        2:25:00 |    2540     0   818  75.6 |
|      CRV/USDT:USDT |      3305 |           1.88 |        6224.88 |           621.106 |          62.11 |        2:26:00 |    2548     0   757  77.1 |
|    ALPHA/USDT:USDT |      3296 |           1.88 |        6185.56 |           612.503 |          61.25 |        2:38:00 |    2546     0   750  77.2 |
|      LIT/USDT:USDT |      3191 |           1.90 |        6052.85 |           602.815 |          60.28 |        2:39:00 |    2451     0   740  76.8 |
|     BAND/USDT:USDT |      3291 |           1.84 |        6044.31 |           599.571 |          59.96 |        2:46:00 |    2539     0   752  77.1 |
|      FLM/USDT:USDT |      3038 |           1.97 |        5992.69 |           596.820 |          59.68 |        2:51:00 |    2356     0   682  77.6 |
|      RLC/USDT:USDT |      3562 |           1.68 |        5987.65 |           596.782 |          59.68 |        2:34:00 |    2752     0   810  77.3 |
|    SUSHI/USDT:USDT |      3153 |           2.03 |        6407.03 |           595.518 |          59.55 |        2:41:00 |    2469     0   684  78.3 |
|      OGN/USDT:USDT |      3142 |           1.90 |        5985.27 |           593.591 |          59.36 |        2:40:00 |    2419     0   723  77.0 |
|      TRB/USDT:USDT |      3439 |           1.78 |        6126.77 |           588.904 |          58.89 |        2:24:00 |    2639     0   800  76.7 |
|     LINA/USDT:USDT |      3129 |           1.86 |        5834.55 |           583.175 |          58.32 |        2:20:00 |    2407     0   722  76.9 |
|      ONE/USDT:USDT |      3002 |           1.94 |        5836.59 |           582.896 |          58.29 |        2:44:00 |    2315     0   687  77.1 |
|     NEAR/USDT:USDT |      3029 |           2.05 |        6196.75 |           582.198 |          58.22 |        2:47:00 |    2319     0   710  76.6 |
|    OCEAN/USDT:USDT |      3291 |           1.76 |        5780.72 |           574.255 |          57.43 |        2:50:00 |    2540     0   751  77.2 |
|     DENT/USDT:USDT |      2673 |           2.14 |        5712.72 |           571.162 |          57.12 |        3:15:00 |    2100     0   573  78.6 |
|      OMG/USDT:USDT |      2920 |           1.96 |        5722.69 |           569.070 |          56.91 |        3:07:00 |    2306     0   614  79.0 |
|      KSM/USDT:USDT |      3253 |           2.03 |        6606.55 |           559.770 |          55.98 |        3:05:00 |    2585     0   668  79.5 |
|     ATOM/USDT:USDT |      3086 |           1.78 |        5479.28 |           546.575 |          54.66 |        3:02:00 |    2379     0   707  77.1 |
|      BLZ/USDT:USDT |      3446 |           1.58 |        5460.17 |           544.982 |          54.50 |        2:29:00 |    2625     0   821  76.2 |
|      NKN/USDT:USDT |      2953 |           1.83 |        5401.85 |           538.518 |          53.85 |        2:55:00 |    2295     0   658  77.7 |
|      ENJ/USDT:USDT |      3062 |           1.75 |        5368.40 |           528.669 |          52.87 |        3:10:00 |    2383     0   679  77.8 |
|     COMP/USDT:USDT |      3061 |           1.71 |        5249.31 |           523.423 |          52.34 |        2:57:00 |    2419     0   642  79.0 |
|      ZEN/USDT:USDT |      3128 |           1.78 |        5563.48 |           523.265 |          52.33 |        2:51:00 |    2458     0   670  78.6 |
|      GTC/USDT:USDT |      2726 |           1.92 |        5221.23 |           519.037 |          51.90 |        2:50:00 |    2126     0   600  78.0 |
|      KNC/USDT:USDT |      3219 |           1.64 |        5275.70 |           518.483 |          51.85 |        2:54:00 |    2492     0   727  77.4 |
|      CHR/USDT:USDT |      2996 |           1.73 |        5176.57 |           515.867 |          51.59 |        2:50:00 |    2320     0   676  77.4 |
|    ALICE/USDT:USDT |      2857 |           1.80 |        5147.82 |           509.013 |          50.90 |        2:44:00 |    2185     0   672  76.5 |
|     IOST/USDT:USDT |      2619 |           1.92 |        5017.34 |           501.478 |          50.15 |        3:48:00 |    2072     0   547  79.1 |
|      RVN/USDT:USDT |      2736 |           1.83 |        5002.68 |           499.792 |          49.98 |        3:28:00 |    2180     0   556  79.7 |
|      VET/USDT:USDT |      2899 |           1.72 |        4975.88 |           497.129 |          49.71 |        3:29:00 |    2247     0   652  77.5 |
|     MASK/USDT:USDT |      2440 |           2.15 |        5234.87 |           492.500 |          49.25 |        2:42:00 |    1922     0   518  78.8 |
|     DOGE/USDT:USDT |      2486 |           1.96 |        4871.03 |           486.274 |          48.63 |        3:57:00 |    1988     0   498  80.0 |
|     MANA/USDT:USDT |      2613 |           1.88 |        4924.28 |           484.402 |          48.44 |        3:16:00 |    2059     0   554  78.8 |
|     COTI/USDT:USDT |      2993 |           1.62 |        4846.24 |           483.101 |          48.31 |        2:57:00 |    2314     0   679  77.3 |
|     CELR/USDT:USDT |      2935 |           1.64 |        4825.87 |           482.240 |          48.22 |        2:45:00 |    2247     0   688  76.6 |
|      BEL/USDT:USDT |      3007 |           1.63 |        4899.86 |           481.331 |          48.13 |        2:45:00 |    2308     0   699  76.8 |
|      DGB/USDT:USDT |      2476 |           1.94 |        4815.62 |           481.297 |          48.13 |        3:56:00 |    1982     0   494  80.0 |
|     DYDX/USDT:USDT |      2463 |           1.97 |        4848.72 |           480.715 |          48.07 |        2:31:00 |    1887     0   576  76.6 |
|     GALA/USDT:USDT |      2195 |           2.19 |        4812.46 |           480.325 |          48.03 |        3:07:00 |    1725     0   470  78.6 |
|      MKR/USDT:USDT |      2868 |           1.70 |        4869.84 |           476.629 |          47.66 |        3:22:00 |    2258     0   610  78.7 |
